Sentence #;Word;POS;Tag
 ;Onda;PROPN;B-ORG
 ;Cero;NUM;I-ORG
 ;Galicia-radio;ADJ;I-ORG
 ;Voz;PROPN;I-ORG
 ;";";PUNCT;O
 ;50;NUM;O
 ;directivos;NOUN;O
 ;,;PUNCT;O
 ;jugadores;NOUN;O
 ;y;CCONJ;O
 ;personal;ADJ;O
 ;técnico;ADJ;O
 ;del;ADP;O
 ;Deportivo;PROPN;B-ORG
 ;y;CCONJ;O
 ;de;ADP;O
 ;la;DET;O
 ;empresa;NOUN;O
 ;.;PUNCT;O
Sentence: 84;Los;DET;O
 ;jugadores;NOUN;O
 ;deportivistas;ADJ;O
 ;fueron;AUX;O
 ;recibidos;VERB;O
 ;por;ADP;O
 ;el;DET;O
 ;equipo;NOUN;O
 ;directivo;ADJ;O
 ;del;ADP;O
 ;grupo;NOUN;O
 ;en;ADP;O
 ;el;DET;O
 ;hotel;NOUN;O
 ;,;PUNCT;O
 ;tras;ADP;O
 ;lo;PRON;O
 ;que;PRON;O
 ;se;PRON;O
 ;celebrará;VERB;O
 ;una;DET;O
 ;cena;NOUN;O
 ;en;ADP;O
 ;la;DET;O
 ;que;PRON;O
 ;intervendrán;VERB;O
 ;,;PUNCT;O
 ;entre;ADP;O
 ;otros;PRON;O
 ;,;PUNCT;O
 ;el;DET;O
 ;capitán;NOUN;O
 ;deportivista;ADJ;O
 ;,;PUNCT;O
 ;Mauro;PROPN;B-PER
 ;Silva;PROPN;I-PER
 ;,;PUNCT;O
 ;el;DET;O
 ;entrenador;NOUN;O
 ;del;ADP;O
 ;equipo;NOUN;O
 ;,;PUNCT;O
 ;Javier;PROPN;B-PER
 ;Irureta;PROPN;I-PER
 ;,;PUNCT;O
 ;y;CCONJ;O
 ;el;DET;O
 ;presidente;NOUN;O
 ;del;ADP;O
 ;club;NOUN;O
 ;,;PUNCT;O
 ;Auguto;PROPN;B-PER
 ;César;PROPN;I-PER
 ;Lendoiro;PROPN;I-PER
 ;.;PUNCT;O
Sentence: 85;También;ADV;O
 ;intervendrán;VERB;O
 ;en;ADP;O
 ;el;DET;O
 ;acto;NOUN;O
 ;varios;DET;O
 ;miembros;NOUN;O
 ;del;ADP;O
 ;grupo;NOUN;O
 ;Voz;PROPN;B-ORG
 ;,;PUNCT;O
 ;entre;ADP;O
 ;ellos;PRON;O
 ;el;DET;O
 ;director;NOUN;O
 ;de;ADP;O
 ;La;DET;B-ORG
 ;Voz;PROPN;I-ORG
 ;de;ADP;I-ORG
 ;Galicia;PROPN;I-ORG
 ;,;PUNCT;O
 ;Ernesto;PROPN;B-PER
 ;Sánchez;PROPN;I-PER
 ;Pombo;PROPN;I-PER
 ;,;PUNCT;O
 ;tras;ADP;O
 ;lo;PRON;O
 ;que;PRON;O
 ;se;PRON;O
 ;ofrecerá;VERB;O
 ;un;DET;O
 ;obsequio;NOUN;O
 ;a;ADP;O
 ;toda;DET;O
 ;la;DET;O
 ;plantilla;NOUN;O
 ;y;CCONJ;O
 ;cuerpo;NOUN;O
 ;técnico;ADJ;O
 ;del;ADP;O
 ;deportivo;PROPN;B-ORG
 ;Mérida;PROPN;B-LOC
 ;,;PUNCT;O
 ;23;NUM;O
 ;may;NOUN;O
 ;(;PUNCT;O
 ;EFE;PROPN;B-ORG
 ;);PUNCT;O
 ;.;PUNCT;O
Sentence: 87;-;PUNCT;O
 ;La;DET;O
 ;delegación;NOUN;O
 ;de;ADP;O
 ;la;DET;O
 ;Agencia;PROPN;B-ORG
 ;EFE;PROPN;I-ORG
 ;en;ADP;O
 ;Extremadura;PROPN;B-LOC
 ;transmitirá;VERB;O
 ;el;DET;O
 ;miércoles;NOUN;O
 ;,;PUNCT;O
 ;24;NUM;O
 ;de;ADP;O
 ;mayo;NOUN;O
 ;,;PUNCT;O
 ;entre;ADP;O
 ;otras;PRON;O
 ;,;PUNCT;O
 ;las;DET;O
 ;siguientes;ADJ;O
 ;informaciones;NOUN;O
 ;:;PUNCT;O
 ;(;PUNCT;O
 ;FERIA;NOUN;O
 ;ALFARERIA;PROPN;O
 ;);PUNCT;O
 ;.;PUNCT;O
Sentence: 88;-;PUNCT;O
 ;Salvatierra;PROPN;B-LOC
 ;de;ADP;I-LOC
 ;los;DET;I-LOC
 ;Barros;PROPN;I-LOC
 ;.;PUNCT;O
Sentence: 89;-;PUNCT;O
 ;El;DET;O
 ;vicepresidente;NOUN;O
 ;de;ADP;O
 ;la;DET;O
 ;Junta;PROPN;B-ORG
 ;,;PUNCT;O
 ;Carlos;PROPN;B-PER
 ;Sánchez;PROPN;I-PER
 ;Polo;PROPN;I-PER
 ;,;PUNCT;O
 ;inaugurará;VERB;O
 ;la;DET;O
 ;VI;PROPN;B-MISC
 ;Feria;PROPN;I-MISC
 ;de;ADP;I-MISC
 ;la;DET;I-MISC
 ;Alfarería;PROPN;I-MISC
 ;.;PUNCT;O
Sentence: 90;el;DET;I-MISC
 ;Barro;PROPN;I-MISC
 ;,;PUNCT;O
 ;en;ADP;O
 ;la;DET;O
 ;que;PRON;O
 ;participan;VERB;O
 ;80;NUM;O
 ;expositores;NOUN;O
 ;españoles;ADJ;O
 ;y;CCONJ;O
 ;portugueses;ADJ;O
 ;hasta;ADP;O
 ;el;DET;O
 ;próximo;ADJ;O
 ;día;NOUN;O
 ;28;NUM;O
 ;.;PUNCT;O
Sentence: 91;(;PUNCT;O
 ;DESAYUNOS;PROPN;O
 ;SALUD;PROPN;O
 ;);PUNCT;O
 ;.;PUNCT;O
Sentence: 92;-;PUNCT;O
 ;Badajoz;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 93;-;PUNCT;O
 ;La;DET;O
 ;Fundación;PROPN;B-ORG
 ;Española;PROPN;I-ORG
 ;del;ADP;I-ORG
 ;Corazón;PROPN;I-ORG
 ;llevará;VERB;O
 ;a;ADP;O
 ;cabo;NOUN;O
 ;,;PUNCT;O
 ;en;ADP;O
 ;colaboración;NOUN;O
 ;con;ADP;O
 ;el;DET;O
 ;Ministerio;PROPN;B-ORG
 ;de;ADP;I-ORG
 ;Agricultura;PROPN;I-ORG
 ;,;PUNCT;O
 ;Pesca;PROPN;I-ORG
 ;.;PUNCT;O
Sentence: 94;Alimentación;PROPN;I-ORG
 ;,;PUNCT;O
 ;un;DET;O
 ;Desayuno;NOUN;I-MISC
 ;Cardiosaludable;PROPN;I-MISC
 ;,;PUNCT;O
 ;en;ADP;O
 ;el;DET;O
 ;Colegio;PROPN;B-ORG
 ;Público;PROPN;I-ORG
 ;Arias;PROPN;I-ORG
 ;Montano;PROPN;I-ORG
 ;,;PUNCT;O
 ;de;ADP;O
 ;Badajoz;PROPN;B-LOC
 ;,;PUNCT;O
 ;dentro;ADV;O
 ;de;ADP;O
 ;una;DET;O
 ;campaña;NOUN;O
 ;nacional;ADJ;O
 ;que;PRON;O
 ;se;PRON;O
 ;desarrolla;VERB;O
 ;en;ADP;O
 ;50;NUM;O
 ;colegios;NOUN;O
 ;.;PUNCT;O
Sentence: 95;(;PUNCT;O
 ;UCE;PROPN;B-ORG
 ;TOMATE;PROPN;O
 ;);PUNCT;O
 ;.;PUNCT;O
Sentence: 96;-;PUNCT;O
 ;Mérida;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 97;-;PUNCT;O
 ;El;DET;O
 ;miembro;NOUN;O
 ;de;ADP;O
 ;la;DET;O
 ;Comisión;PROPN;B-ORG
 ;Regional;PROPN;I-ORG
 ;de;ADP;I-ORG
 ;UCE;PROPN;I-ORG
 ;Emilio;PROPN;B-PER
 ;Guerrero;PROPN;I-PER
 ;expondrá;VERB;O
 ;la;DET;O
 ;posición;NOUN;O
 ;de;ADP;O
 ;esta;DET;O
 ;organización;NOUN;O
 ;agraria;ADJ;O
 ;respecto;NOUN;O
 ;a;ADP;O
 ;la;DET;O
 ;próxima;ADJ;O
 ;campaña;NOUN;O
 ;de;ADP;O
 ;tomate;NOUN;O
 ;.;PUNCT;O
Sentence: 98;(;PUNCT;O
 ;URGENCIAS;PROPN;O
 ;61;NUM;O
 ;);PUNCT;O
 ;.;PUNCT;O
Sentence: 99;-;PUNCT;O
 ;Badajoz;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 100;-;PUNCT;O
 ;El;DET;O
 ;gerente;NOUN;O
 ;del;ADP;O
 ;servicio;PROPN;B-MISC
 ;61;NUM;I-MISC
 ;,;PUNCT;O
 ;Miguel;PROPN;B-PER
 ;Angel;PROPN;I-PER
 ;Ruiz;PROPN;I-PER
 ;,;PUNCT;O
 ;dará;VERB;O
 ;a;ADP;O
 ;conocer;NOUN;O
 ;la;DET;O
 ;actividad;NOUN;O
 ;desarrollada;ADJ;O
 ;por;ADP;O
 ;este;DET;O
 ;servicio;NOUN;O
 ;de;ADP;O
 ;urgencias;NOUN;O
 ;una;DET;O
 ;vez;NOUN;O
 ;cumplido;VERB;O
 ;su;DET;O
 ;primer;ADJ;O
 ;año;NOUN;O
 ;de;ADP;O
 ;funcionamiento;NOUN;O
 ;.;PUNCT;O
Sentence: 101;(;PUNCT;O
 ;ANTONIO;PROPN;B-PER
 ;MONTERO;PROPN;I-PER
 ;);PUNCT;O
 ;.;PUNCT;O
Sentence: 102;-;PUNCT;O
 ;Badajoz;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 103;-;PUNCT;O
 ;El;DET;O
 ;arzobispo;NOUN;O
 ;de;ADP;O
 ;Mérida-Badajoz;PROPN;B-LOC
 ;,;PUNCT;O
 ;Antonio;PROPN;B-PER
 ;Montero;PROPN;I-PER
 ;,;PUNCT;O
 ;cumple;VERB;O
 ;veinte;NUM;O
 ;años;NOUN;O
 ;desde;ADP;O
 ;su;DET;O
 ;nombramiento;NOUN;O
 ;como;SCONJ;O
 ;Obispo;PROPN;B-MISC
 ;de;ADP;O
 ;la;DET;O
 ;diócesis;NOUN;O
 ;pacense;ADJ;O
 ;,;PUNCT;O
 ;un;DET;O
 ;período;NOUN;O
 ;en;ADP;O
 ;el;DET;O
 ;que;PRON;O
 ;la;DET;O
 ;creación;NOUN;O
 ;de;ADP;O
 ;la;DET;O
 ;Provincia;PROPN;B-MISC
 ;Eclesiástica;PROPN;I-MISC
 ;de;ADP;I-MISC
 ;Extremadura;PROPN;I-MISC
 ;,;PUNCT;O
 ;ha;AUX;O
 ;sido;AUX;O
 ;uno;PRON;O
 ;de;ADP;O
 ;sus;DET;O
 ;principales;ADJ;O
 ;logros;NOUN;O
 ;.;PUNCT;O
Sentence: 104;(;PUNCT;O
 ;PP;PROPN;B-ORG
 ;);PUNCT;O
 ;.;PUNCT;O
Sentence: 105;-;PUNCT;O
 ;Mérida;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 106;-;PUNCT;O
 ;El;DET;O
 ;portavoz;NOUN;O
 ;del;ADP;O
 ;Grupo;PROPN;B-ORG
 ;Parlamentario;PROPN;I-ORG
 ;del;ADP;O
 ;PP;PROPN;B-ORG
 ;,;PUNCT;O
 ;Carlos;PROPN;B-PER
 ;Floriano;PROPN;I-PER
 ;,;PUNCT;O
 ;dará;VERB;O
 ;a;ADP;O
 ;conocer;NOUN;O
 ;los;DET;O
 ;diputados;NOUN;O
 ;y;CCONJ;O
 ;asesores;NOUN;O
 ;técnicos;ADJ;O
 ;que;PRON;O
 ;compondrán;VERB;O
 ;las;DET;O
 ;mesas;NOUN;O
 ;de;ADP;O
 ;negociación;NOUN;O
 ;de;ADP;O
 ;este;DET;O
 ;partido;NOUN;O
 ;con;ADP;O
 ;la;DET;O
 ;Junta;PROPN;B-ORG
 ;de;ADP;I-ORG
 ;Extremadura;PROPN;I-ORG
 ;para;ADP;O
 ;alcanzar;VERB;O
 ;el;DET;O
 ;pacto;NOUN;O
 ;sobre;ADP;O
 ;diversos;DET;O
 ;asuntos;NOUN;O
 ;de;ADP;O
 ;interés;NOUN;O
 ;para;ADP;O
 ;la;DET;O
 ;región;NOUN;O
 ;.;PUNCT;O
Sentence: 107;Agenda;PROPN;O
 ;informativa;ADJ;O
 ;-;PUNCT;O
 ;9:30;NUM;O
 ;h.;NUM;O
Sentence: 108;-;PUNCT;O
 ;Badajoz;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 109;-;PUNCT;O
 ;Desayuno;NOUN;B-MISC
 ;Cardiosaludable;PROPN;I-MISC
 ;de;ADP;O
 ;la;DET;O
 ;Fundación;PROPN;B-ORG
 ;Española;PROPN;I-ORG
 ;del;ADP;I-ORG
 ;Corazón;PROPN;I-ORG
 ;.;PUNCT;O
Sentence: 110;10:30;NUM;O
 ;h.;NUM;O
Sentence: 111;-;PUNCT;O
 ;Mérida;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 112;-;PUNCT;O
 ;COAG;PROPN;B-ORG
 ;Extremadura;PROPN;I-ORG
 ;informará;VERB;O
 ;sobre;ADP;O
 ;su;DET;O
 ;presencia;NOUN;O
 ;en;ADP;O
 ;la;DET;O
 ;protesta;NOUN;O
 ;convocada;ADJ;O
 ;para;ADP;O
 ;el;DET;O
 ;día;NOUN;O
 ;29;NUM;O
 ;en;ADP;O
 ;Evora;PROPN;B-LOC
 ;(;PUNCT;O
 ;Portugal;PROPN;B-LOC
 ;);PUNCT;O
 ;.;PUNCT;O
Sentence: 113;10:30;NUM;O
 ;h.;NUM;O
Sentence: 114;-;PUNCT;O
 ;Mérida;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 115;-;PUNCT;O
 ;ASAJA;PROPN;B-ORG
 ;informará;VERB;O
 ;sobre;ADP;O
 ;la;DET;O
 ;movilización;NOUN;O
 ;de;ADP;O
 ;ASAJA;PROPN;B-ORG
 ;en;ADP;O
 ;Madrid;PROPN;B-LOC
 ;por;ADP;O
 ;la;DET;O
 ;subida;NOUN;O
 ;de;ADP;O
 ;carburantes;NOUN;O
 ;y;CCONJ;O
 ;fertilizantes;ADJ;O
 ;.;PUNCT;O
Sentence: 116;10:30;NUM;O
 ;h.;NUM;O
Sentence: 117;-;PUNCT;O
 ;Mérida;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 118;-;PUNCT;O
 ;R/P;NOUN;O
 ;de;ADP;O
 ;UCE;PROPN;B-ORG
 ;sobre;ADP;O
 ;la;DET;O
 ;próxima;ADJ;O
 ;campaña;NOUN;O
 ;de;ADP;O
 ;tomate;NOUN;O
 ;en;ADP;O
 ;Extremadura;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 119;10:30;NUM;O
 ;h.;NUM;O
Sentence: 120;-;PUNCT;O
 ;Mérida;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 121;-;PUNCT;O
 ;R/P;NOUN;O
 ;de;ADP;O
 ;IU;PROPN;B-ORG
 ;sobre;ADP;O
 ;diversos;DET;O
 ;asuntos;NOUN;O
 ;de;ADP;O
 ;actualidad;NOUN;O
 ;política;ADJ;O
 ;.;PUNCT;O
Sentence: 122;11:00;NUM;O
 ;h.;NUM;O
Sentence: 123;-;PUNCT;O
 ;Badajoz;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 124;-;PUNCT;O
 ;Balance;PROPN;O
 ;de;ADP;O
 ;las;DET;O
 ;actividades;NOUN;O
 ;del;ADP;O
 ;Servicio;PROPN;B-ORG
 ;de;ADP;I-ORG
 ;Urgencias;PROPN;I-ORG
 ;61;NUM;I-ORG
 ;.;PUNCT;O
Sentence: 125;11:00;NUM;O
 ;h.;NUM;O
Sentence: 126;-;PUNCT;O
 ;Badajoz;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 127;-;PUNCT;O
 ;R/P;NOUN;O
 ;del;ADP;O
 ;grupo;NOUN;O
 ;del;ADP;O
 ;PP;PROPN;B-ORG
 ;en;ADP;O
 ;la;DET;O
 ;Diputación;PROPN;B-ORG
 ;para;ADP;O
 ;informar;VERB;O
 ;sobre;ADP;O
 ;la;DET;O
 ;situación;NOUN;O
 ;que;PRON;O
 ;atraviesa;VERB;O
 ;el;DET;O
 ;servicio;NOUN;O
 ;de;ADP;O
 ;bomberos;NOUN;O
 ;.;PUNCT;O
Sentence: 128;11:00;NUM;O
 ;h.;NUM;O
Sentence: 129;-;PUNCT;O
 ;Mérida;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 130;-;PUNCT;O
 ;El;DET;O
 ;presidente;NOUN;O
 ;de;ADP;O
 ;la;DET;O
 ;Junta;PROPN;B-ORG
 ;recibe;VERB;O
 ;al;ADP;O
 ;alcalde;NOUN;O
 ;de;ADP;O
 ;Casar;PROPN;B-LOC
 ;de;ADP;I-LOC
 ;Palomero;PROPN;I-LOC
 ;.;PUNCT;O
Sentence: 131;11:00;NUM;O
 ;h.;NUM;O
Sentence: 132;-;PUNCT;O
 ;Badajoz;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 133;-;PUNCT;O
 ;Firma;PROPN;O
 ;del;ADP;O
 ;contrato;NOUN;O
 ;de;ADP;O
 ;colaboración;NOUN;O
 ;entre;ADP;O
 ;la;DET;O
 ;UEX;PROPN;B-ORG
 ;y;CCONJ;O
 ;la;DET;O
 ;Asociación;PROPN;B-ORG
 ;para;ADP;I-ORG
 ;el;DET;I-ORG
 ;Desarrollo;PROPN;I-ORG
 ;Rural;PROPN;I-ORG
 ;Jerez-Sierra;PROPN;I-ORG
 ;Suroeste;PROPN;I-ORG
 ;.;PUNCT;O
Sentence: 134;11:30;NUM;O
 ;h.;NUM;O
Sentence: 135;-;PUNCT;O
 ;Badajoz;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 136;-;PUNCT;O
 ;La;DET;O
 ;diputada;NOUN;O
 ;del;ADP;O
 ;PP;PROPN;B-ORG
 ;Cristina;PROPN;B-PER
 ;Herrera;PROPN;I-PER
 ;visita;VERB;O
 ;el;DET;O
 ;Centro;PROPN;B-LOC
 ;Social;PROPN;I-LOC
 ;de;ADP;I-LOC
 ;Base;PROPN;I-LOC
 ;de;ADP;I-LOC
 ;Minusválidos;PROPN;I-LOC
 ;.;PUNCT;O
Sentence: 137;12.00;NOUN;O
 ;h.;NUM;O
Sentence: 138;-;PUNCT;O
 ;Mérida;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 139;-;PUNCT;O
 ;El;DET;O
 ;jefe;NOUN;O
 ;del;ADP;O
 ;Ejecutivo;PROPN;B-ORG
 ;autonómico;ADJ;O
 ;recibe;VERB;O
 ;a;ADP;O
 ;un;DET;O
 ;grupo;NOUN;O
 ;de;ADP;O
 ;alumnos;NOUN;O
 ;del;ADP;O
 ;colegio;NOUN;B-ORG
 ;San;PROPN;I-ORG
 ;Juan;PROPN;I-ORG
 ;Bosco;PROPN;I-ORG
 ;de;ADP;O
 ;Mérida;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 140;12:00;NUM;O
 ;h.;NUM;O
Sentence: 141;-;PUNCT;O
 ;Cáceres;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 142;-;PUNCT;O
 ;Clausura;PROPN;O
 ;del;ADP;O
 ;programa;NOUN;O
 ;Fomento;PROPN;I-MISC
 ;de;ADP;I-MISC
 ;Emprendedores;PROPN;I-MISC
 ;.;PUNCT;O
Sentence: 143;12:00;NUM;O
 ;h.;NUM;O
Sentence: 144;-;PUNCT;O
 ;Badajoz;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 145;-;PUNCT;O
 ;Fallo;NOUN;O
 ;del;ADP;O
 ;concurso;NOUN;O
 ;del;ADP;O
 ;cartel;NOUN;O
 ;anunciador;ADJ;O
 ;de;ADP;O
 ;las;DET;O
 ;ferias;NOUN;O
 ;y;CCONJ;O
 ;fiestas;NOUN;O
 ;de;ADP;O
 ;San;PROPN;B-MISC
 ;Juan;PROPN;I-MISC
 ;2000;NUM;I-MISC
 ;.;PUNCT;O
Sentence: 146;12:00;NUM;O
 ;h.;NUM;O
Sentence: 147;-;PUNCT;O
 ;Guadalupe;PROPN;B-LOC
 ;(;PUNCT;O
 ;Cáceres;PROPN;B-LOC
 ;);PUNCT;O
 ;.;PUNCT;O
Sentence: 148;-;PUNCT;O
 ;Finaliza;VERB;O
 ;,;PUNCT;O
 ;con;ADP;O
 ;la;DET;O
 ;presentación;NOUN;O
 ;de;ADP;O
 ;las;DET;O
 ;conclusiones;NOUN;O
 ;,;PUNCT;O
 ;la;DET;O
 ;reunión;NOUN;O
 ;de;ADP;O
 ;las;DET;O
 ;comisiones;NOUN;O
 ;de;ADP;O
 ;comunicación;NOUN;O
 ;social;ADJ;O
 ;de;ADP;O
 ;las;DET;O
 ;conferencias;NOUN;O
 ;episcopales;ADJ;O
 ;de;ADP;O
 ;España;PROPN;B-LOC
 ;y;CCONJ;O
 ;Portugal;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 149;12:30;NUM;O
 ;h.;NUM;O
Sentence: 150;-;PUNCT;O
 ;Mérida;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 151;-;PUNCT;O
 ;La;DET;O
 ;Red;PROPN;B-ORG
 ;Extremeña;PROPN;I-ORG
 ;de;ADP;I-ORG
 ;Inserción;PROPN;I-ORG
 ;Sociolaboral;PROPN;I-ORG
 ;El;DET;I-ORG
 ;Brezo;PROPN;I-ORG
 ;presentará;VERB;O
 ;un;DET;O
 ;estudio;NOUN;O
 ;sobre;ADP;O
 ;los;DET;O
 ;programas;NOUN;O
 ;de;ADP;O
 ;lucha;NOUN;O
 ;contra;ADP;O
 ;el;DET;O
 ;desempleo;NOUN;O
 ;de;ADP;O
 ;discapacitados;NOUN;O
 ;y;CCONJ;O
 ;colectivos;NOUN;O
 ;desfavorecidos;ADJ;O
 ;.;PUNCT;O
Sentence: 152;12:30;NUM;O
 ;h.;NUM;O
Sentence: 153;-;PUNCT;O
 ;Mérida;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 154;-;PUNCT;O
 ;R/P;NOUN;O
 ;del;ADP;O
 ;entrenador;NOUN;O
 ;del;ADP;O
 ;Mérida;PROPN;B-ORG
 ;CP;PROPN;I-ORG
 ;,;PUNCT;O
 ;Juan;PROPN;B-PER
 ;Señor;PROPN;I-PER
 ;,;PUNCT;O
 ;sobre;ADP;O
 ;la;DET;O
 ;actualidad;NOUN;O
 ;del;ADP;O
 ;equipo;NOUN;O
 ;.;PUNCT;O
Sentence: 155;12:45;NUM;O
 ;h.;NUM;O
Sentence: 156;-;PUNCT;O
 ;Cáceres;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 157;-;PUNCT;O
 ;La;DET;O
 ;Comisión;PROPN;B-ORG
 ;Ejecutiva;PROPN;I-ORG
 ;del;ADP;I-ORG
 ;Consorcio;PROPN;I-ORG
 ;Gran;ADJ;I-ORG
 ;Teatro;PROPN;I-ORG
 ;de;ADP;I-ORG
 ;Cáceres;PROPN;I-ORG
 ;valorará;VERB;O
 ;la;DET;O
 ;última;ADJ;O
 ;edición;NOUN;O
 ;del;ADP;O
 ;WOMAD;PROPN;B-MISC
 ;.;PUNCT;O
Sentence: 158;13:00;NUM;O
 ;h.;NUM;O
Sentence: 159;-;PUNCT;O
 ;Mérida;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 160;-;PUNCT;O
 ;El;DET;O
 ;presidente;NOUN;O
 ;de;ADP;O
 ;la;DET;O
 ;Junta;PROPN;B-ORG
 ;se;PRON;O
 ;entrevistará;VERB;O
 ;con;ADP;O
 ;el;DET;O
 ;alcalde;NOUN;O
 ;de;ADP;O
 ;Zafra;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 161;13.30;NUM;O
 ;h.;NUM;O
Sentence: 162;-;PUNCT;O
 ;Mérida;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 163;-;PUNCT;O
 ;El;DET;O
 ;director;NOUN;O
 ;general;ADJ;O
 ;de;ADP;O
 ;Comercio;PROPN;B-MISC
 ;explicará;VERB;O
 ;la;DET;O
 ;futura;ADJ;O
 ;Ley;PROPN;B-MISC
 ;de;ADP;I-MISC
 ;Comercio;PROPN;I-MISC
 ;Minorista;PROPN;I-MISC
 ;de;ADP;I-MISC
 ;Extremadura;PROPN;I-MISC
 ;.;PUNCT;O
Sentence: 164;17:00;NUM;O
 ;h.;NUM;O
Sentence: 165;-;PUNCT;O
 ;Cáceres;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 166;-;PUNCT;O
 ;Comienza;VERB;O
 ;el;DET;O
 ;seminario;NOUN;O
 ;Falar;PROPN;I-MISC
 ;en;ADP;I-MISC
 ;España-Hablar;PROPN;I-MISC
 ;en;ADP;I-MISC
 ;Portugal;PROPN;I-MISC
 ;.;PUNCT;O
Sentence: 167;Asignaturas;PROPN;I-MISC
 ;pendientes;ADJ;I-MISC
 ;dentro;ADV;O
 ;del;ADP;O
 ;programa;NOUN;B-MISC
 ;AGORA;PROPN;I-MISC
 ;.;PUNCT;O
Sentence: 168;18:00;NUM;O
 ;h.;NUM;O
Sentence: 169;-;PUNCT;O
 ;Salvatierra;PROPN;B-LOC
 ;de;ADP;I-LOC
 ;los;DET;I-LOC
 ;Barros;PROPN;I-LOC
 ;(;PUNCT;O
 ;Badajoz;PROPN;B-LOC
 ;);PUNCT;O
 ;.;PUNCT;O
Sentence: 170;-;PUNCT;O
 ;El;DET;O
 ;vicepresidente;NOUN;O
 ;de;ADP;O
 ;la;DET;O
 ;Junta;PROPN;B-ORG
 ;inaugura;VERB;O
 ;la;DET;O
 ;VI;PROPN;B-MISC
 ;edición;PROPN;I-MISC
 ;de;ADP;I-MISC
 ;la;DET;I-MISC
 ;Feria;PROPN;I-MISC
 ;de;ADP;I-MISC
 ;Alfarería;PROPN;I-MISC
 ;.;PUNCT;O
Sentence: 171;el;DET;I-MISC
 ;Barro;PROPN;I-MISC
 ;.;PUNCT;O
Sentence: 172;18:15;NUM;O
 ;H.;PROPN;O
Sentence: 173;-;PUNCT;O
 ;Mérida;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 174;-;PUNCT;O
 ;R/P;NOUN;O
 ;del;ADP;O
 ;PP;PROPN;B-ORG
 ;sobre;ADP;O
 ;la;DET;O
 ;composición;NOUN;O
 ;de;ADP;O
 ;las;DET;O
 ;mesas;NOUN;O
 ;de;ADP;O
 ;negociación;NOUN;O
 ;con;ADP;O
 ;la;DET;O
 ;Junta;PROPN;B-ORG
 ;.;PUNCT;O
Sentence: 175;Miami;PROPN;B-LOC
 ;(;PUNCT;O
 ;EEUU;PROPN;B-LOC
 ;);PUNCT;O
 ;,;PUNCT;O
 ;23;NUM;O
 ;may;NOUN;O
 ;(;PUNCT;O
 ;EFE;PROPN;B-ORG
 ;);PUNCT;O
 ;.;PUNCT;O
Sentence: 176;-;PUNCT;O
 ;La;DET;O
 ;empresa;NOUN;O
 ;The;PROPN;I-ORG
 ;Web;PROPN;I-ORG
 ;Hatchery;PROPN;I-ORG
 ;,;PUNCT;O
 ;anunció;VERB;O
 ;hoy;ADV;O
 ;el;DET;O
 ;lanzamiento;NOUN;O
 ;de;ADP;O
 ;MundoIT.com;PROPN;B-MISC
 ;,;PUNCT;O
 ;un;DET;O
 ;servicio;NOUN;O
 ;de;ADP;O
 ;noticias;NOUN;O
 ;en;ADP;O
 ;Internet;PROPN;B-MISC
 ;dedicado;ADJ;O
 ;a;ADP;O
 ;temas;NOUN;O
 ;relacionados;ADJ;O
 ;con;ADP;O
 ;la;DET;O
 ;tecnología;NOUN;O
 ;de;ADP;O
 ;la;DET;O
 ;información;NOUN;O
 ;que;PRON;O
 ;afectan;VERB;O
 ;a;ADP;O
 ;Latinoamérica;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 177;MundoIT.com;PROPN;B-MISC
 ;es;AUX;O
 ;un;DET;O
 ;plataforma;NOUN;O
 ;informativa;ADJ;O
 ;cuya;PRON;O
 ;misión;NOUN;O
 ;es;AUX;O
